id,domain,platform,role,expected,method,weight,weight_reason,status,evidence,defect_ids,limitation
LOY-21-ANDROID,LOY,ANDROID,подтверждённый сантехник; admin/POS для начисления,Два устройства не дают двойного списания/устаревшего баланса,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
LOY-22-ANDROID,LOY,ANDROID,подтверждённый сантехник; admin/POS для начисления,Мастер понимает доступные бонусы и причины отказа,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
REL-10-ANDROID,REL,ANDROID,все,Offline/timeout/HTTP 401-5xx/retry восстанавливаются без дублей,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
REL-11-ANDROID,REL,ANDROID,все,"Background/kill/relaunch восстанавливает сессию, корзину и заказ",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
REL-12-ANDROID,REL,ANDROID,все,Отказ карты/медленная сеть сохраняют ручной выбор филиала,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
REL-13-ANDROID,REL,ANDROID,все,Чистая установка/обновление standalone release не ломает данные,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
PERF-01-ANDROID,PERF,ANDROID,все,Холодный и тёплый старт измерены на физическом устройстве,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
PERF-02-ANDROID,PERF,ANDROID,все,Длинные списки/карта/поиск отвечают в согласованном бюджете,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
PERF-03-ANDROID,PERF,ANDROID,все,Повторные циклы без crash/ANR/роста памяти,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
SEC-20-ANDROID,SEC,ANDROID,все,SecureStore и отсутствие PII после смены пользователя проверены,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
SEC-21-ANDROID,SEC,ANDROID,все,Фактические сетевые данные/SDK/разрешения соответствуют privacy,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
A11Y-01-ANDROID,A11Y,ANDROID,все,"VoiceOver/TalkBack: имена, роли и фокус обеспечивают основной путь",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
A11Y-02-ANDROID,A11Y,ANDROID,все,"Крупный шрифт, контраст и touch targets позволяют оформить заказ",PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
A11Y-03-ANDROID,A11Y,ANDROID,все,Русские даты/валюта/длинные строки отображаются корректно,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UI-01-IOS,UI,IOS,все,"Все экраны: сетка, типографика, иконки и изображения без артефактов",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UI-02-IOS,UI,IOS,все,Селекты не перекрываются картой/клавиатурой и читаются,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UI-03-IOS,UI,IOS,все,Карта и атрибуция не перекрыты и дают понятный fallback,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UI-04-IOS,UI,IOS,все,"Компактный/большой экран: safe area, длинные строки и scroll без потери действий",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UI-05-IOS,UI,IOS,все,Loading/empty/error/disabled/selected/success визуально согласованы,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UI-06-IOS,UI,IOS,все,Системная dark mode не ломает light theme,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UX-10-IOS,UX,IOS,все,Back/жесты и deep links сохраняют ожидаемое назначение,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UX-11-IOS,UX,IOS,все,Селекты: выбор/отмена/очистка/повторное открытие и длинные варианты,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
UX-12-IOS,UX,IOS,все,Первый запуск и возвращение после входа сохраняют контекст,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
CORE-20-IOS,CORE,IOS,гость/покупатель; сантехник для заявок,Регистрация/вход/выход и редактирование профиля сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
CORE-21-IOS,CORE,IOS,гость/покупатель; сантехник для заявок,Поиск/категории/фильтры/сортировка/пагинация/товар работают с REAL API,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
CORE-22-IOS,CORE,IOS,гость/покупатель; сантехник для заявок,Корзина и доставка/самовывоз создают заказ и читают историю,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
CORE-23-IOS,CORE,IOS,гость/покупатель; сантехник для заявок,Мастер: заявка/принятие/завершение/отзыв работают сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
CORE-24-IOS,CORE,IOS,гость/покупатель; сантехник для заявок,Фото/ссылки/звонки/карта и возврат из внешних приложений работают,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
LOY-20-IOS,LOY,IOS,подтверждённый сантехник; admin/POS для начисления,Баланс/история/QR/награды совпадают с backend после возврата и входа,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
LOY-21-IOS,LOY,IOS,подтверждённый сантехник; admin/POS для начисления,Два устройства не дают двойного списания/устаревшего баланса,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
LOY-22-IOS,LOY,IOS,подтверждённый сантехник; admin/POS для начисления,Мастер понимает доступные бонусы и причины отказа,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
REL-10-IOS,REL,IOS,все,Offline/timeout/HTTP 401-5xx/retry восстанавливаются без дублей,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
REL-11-IOS,REL,IOS,все,"Background/kill/relaunch восстанавливает сессию, корзину и заказ",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
REL-12-IOS,REL,IOS,все,Отказ карты/медленная сеть сохраняют ручной выбор филиала,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
REL-13-IOS,REL,IOS,все,Чистая установка/обновление standalone release не ломает данные,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
PERF-01-IOS,PERF,IOS,все,Холодный и тёплый старт измерены на физическом устройстве,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
PERF-02-IOS,PERF,IOS,все,Длинные списки/карта/поиск отвечают в согласованном бюджете,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
PERF-03-IOS,PERF,IOS,все,Повторные циклы без crash/ANR/роста памяти,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
SEC-20-IOS,SEC,IOS,все,SecureStore и отсутствие PII после смены пользователя проверены,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
SEC-21-IOS,SEC,IOS,все,Фактические сетевые данные/SDK/разрешения соответствуют privacy,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
A11Y-01-IOS,A11Y,IOS,все,"VoiceOver/TalkBack: имена, роли и фокус обеспечивают основной путь",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
A11Y-02-IOS,A11Y,IOS,все,"Крупный шрифт, контраст и touch targets позволяют оформить заказ",PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
A11Y-03-IOS,A11Y,IOS,все,Русские даты/валюта/длинные строки отображаются корректно,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,NATIVE_OWNER_CHECK.md; evidence/android-devices.log; evidence/ios-toolchain.log,,Android engineering APK/AAB собраны; устройства не подключены. iOS Xcode/signing отсутствуют. Ни один требуемый physical-device сценарий не засчитан по web.
CORE-NA1,CORE,SHARED,гость/покупатель; сантехник для заявок,Sandbox оплата цифровыми/банковскими средствами,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,N/A,app.json; package.json; README.md; CODE REVIEW,,Физические товары по заявке/резерву; платёжного SDK/checkout payment нет. Sandbox payment/IAP неприменимы текущему потоку.
CORE-NA2,CORE,SHARED,гость/покупатель; сантехник для заявок,Push APNs/FCM permission и навигация,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,N/A,app.json; package.json; README.md; CODE REVIEW,,"Push APNs/FCM не реализованы/не заявлены; уведомления Telegram, не native push."
CORE-NA3,CORE,SHARED,гость/покупатель; сантехник для заявок,SMS OTP: истечение и повторная отправка,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,N/A,app.json; package.json; README.md; CODE REVIEW,,Текущий auth — телефон+пароль; SMS OTP не является реализованным/обещанным текущим сценарием.
LOY-NA1,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Истечение бонусов,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,N/A,app.json; package.json; README.md; CODE REVIEW,,"Expiry бонусов не предусмотрен текущей схемой/описанием; rolling90д относится к уровню, а не сгоранию. Если владелец утвердит expiry — вернуть в охват."
LOY-NA2,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Списание бонусов на товар при checkout,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,N/A,app.json; package.json; README.md; CODE REVIEW,,Бонусы меняются на rewards; списание на корзину не предусмотрено текущим контрактом.
UX-NA1,UX,SHARED,все,Планшеты/landscape,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,N/A,app.json; package.json; README.md; CODE REVIEW,,"app.json: portrait, supportsTablet=false; отдельный tablet/landscape UX не заявлен. Android resizability всё же проверить в release."
API-NA1,API,SHARED,все,Геолокация GPS и approximate permission,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,N/A,app.json; package.json; README.md; CODE REVIEW,,"Нет expo-location/GPS flow; филиал выбирается вручную, карта сторонний widget. GPS permission не запрашивается приложением."
CORE-11,CORE,SHARED,гость/покупатель; сантехник для заявок,Ответ заказа корректно адаптируется и сохраняет серверный ID,WEB + LOCAL API + CODE,5,"Найденный существенный результат; 5 критичный,3 существенный,1 полировка",PASS,evidence/ui-flows.json,D02,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
REL-06,REL,SHARED,все,Параллельные одинаковые запросы заказа возвращают существующий ID без5xx,LOCAL API,5,"Найденный существенный результат; 5 критичный,3 существенный,1 полировка",PASS,evidence/http-security.json,D04,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-17,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,История бонусов отдаёт полный журнал с пагинацией,LOCAL API + WEB,5,"Найденный существенный результат; 5 критичный,3 существенный,1 полировка",PASS,evidence/regression-suite.log; evidence/ui-flows.json,D11,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
UI-07,UI,WEB,все,Карта помещает popup и контролы в экран,WEB + REAL 2GIS,5,"Найденный существенный результат; 5 критичный,3 существенный,1 полировка",FAIL,evidence/screenshots/guest-maps.png,D10,2GIS iframe popup всё ещё обрезается на узком viewport. Требуется поддерживаемая интеграция с ключом/координатами; native не проверен.
API-08,API,SHARED,все,Филиал соответствует закреплённому firm ID и справочнику,CODE + WEB + REAL 2GIS,5,"Найденный существенный результат; 5 критичный,3 существенный,1 полировка",PASS,MAP_SOURCES.md; evidence/gallery.json,D09,Сопоставление всех 6 firm ID и адресов по официальным страницам 2GIS исправлено. Утверждение владельцем телефонов/часов и native переходы ещё не получены; D09 не закрыт целиком.
UI-08,UI,WEB,все,Ключевой каталог имеет подготовленные фото и описания,REAL API sample + WEB,3,"Найденный существенный результат; 5 критичный,3 существенный,1 полировка",FAIL,evidence/gallery.json; evidence/real-api-readonly.json,D12,Пустой блок уменьшен и fallback исправлен; утверждённые реальные фото/описания не предоставлены.
A11Y-04,A11Y,SHARED,все,Значимые обычные тексты имеют контраст не ниже4.5:1,TOKEN CALCULATION + WEB,3,"Найденный существенный результат; 5 критичный,3 существенный,1 полировка",PASS,evidence/contrast.json; evidence/gallery.json,D13,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
A11Y-05,A11Y,SHARED,все,Формы бонусов и статусы корректно локализованы,CODE + WEB,1,"Найденный существенный результат; 5 критичный,3 существенный,1 полировка",PASS,evidence/regression-suite.log; evidence/gallery.json,D15,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
